IP:Port,Loss,Latency
162.159.192.144:8319,0%,167.02
162.159.192.60:988,0%,167.03
162.159.195.146:1018,0%,167.04
162.159.195.56:7103,0%,167.05
162.159.195.69:7559,0%,167.07
162.159.192.111:1010,0%,167.08
162.159.192.155:891,0%,167.12
188.114.98.103:4233,0%,167.13
162.159.195.236:878,0%,167.13
162.159.192.131:8742,0%,167.14
162.159.192.24:987,0%,167.19
162.159.195.226:891,0%,167.20
188.114.99.206:968,0%,167.20
188.114.97.47:1010,0%,167.24
162.159.195.245:928,0%,167.28
188.114.96.30:5279,0%,167.28
162.159.195.235:8742,0%,167.28
162.159.195.27:2506,0%,167.29
162.159.195.98:7559,0%,167.30
162.159.195.26:859,0%,167.30
162.159.195.88:891,0%,167.31
162.159.192.161:955,0%,167.33
162.159.192.59:942,0%,167.33
162.159.192.110:4233,0%,167.34
162.159.195.43:943,0%,167.36
162.159.192.178:8319,0%,167.36
162.159.195.71:1180,0%,167.38
162.159.195.24:1010,0%,167.38
188.114.98.175:890,0%,167.40
162.159.195.186:7156,0%,167.41
162.159.195.237:1070,0%,167.42
162.159.192.106:854,0%,167.42
188.114.97.111:890,0%,167.42
162.159.195.170:854,0%,167.44
162.159.195.137:4500,0%,167.45
162.159.195.218:7103,0%,167.48
188.114.99.172:1010,0%,167.50
162.159.195.16:7152,0%,167.52
162.159.192.215:1010,0%,167.53
162.159.192.32:988,0%,167.54
162.159.195.23:988,0%,167.54
162.159.192.219:987,0%,167.60
162.159.195.147:3854,0%,167.61
188.114.97.95:880,0%,167.61
162.159.195.27:955,0%,167.61
162.159.195.9:8854,0%,167.61
162.159.192.136:934,0%,167.65
162.159.195.141:1002,0%,167.66
162.159.195.66:890,0%,167.66
162.159.192.242:7156,0%,167.68
162.159.195.201:4500,0%,167.68
188.114.99.233:894,0%,167.69
162.159.192.122:1010,0%,167.70
162.159.192.95:1180,0%,167.71
188.114.96.206:890,0%,167.71
188.114.97.194:3581,0%,167.75
162.159.195.46:3138,0%,167.75
162.159.192.132:1002,0%,167.77
162.159.195.103:988,0%,167.78
188.114.98.108:1010,0%,167.79
162.159.195.103:5279,0%,167.80
162.159.192.119:1014,0%,167.80
188.114.97.48:1070,0%,167.82
188.114.98.188:928,0%,167.84
162.159.192.162:908,0%,167.85
162.159.195.236:8854,0%,167.86
162.159.192.220:1070,0%,167.89
162.159.192.246:1018,0%,167.93
188.114.98.203:942,0%,167.95
162.159.195.175:2371,0%,167.98
162.159.192.11:968,0%,167.98
162.159.192.179:928,0%,168.00
188.114.96.9:854,0%,168.01
188.114.98.102:988,0%,168.03
162.159.192.241:1070,0%,168.04
162.159.192.60:3581,0%,168.05
162.159.192.223:7103,0%,168.06
162.159.195.46:4500,0%,168.06
162.159.195.248:8742,0%,168.08
188.114.96.136:1002,0%,168.09
162.159.192.95:7559,0%,168.12
188.114.98.62:854,0%,168.13
188.114.98.163:934,0%,168.16
188.114.97.51:890,0%,168.17
162.159.192.10:7103,0%,168.17
188.114.98.102:1180,0%,168.21
162.159.195.57:1002,0%,168.21
188.114.98.204:8854,0%,168.25
162.159.192.65:2371,0%,168.28
188.114.99.187:7103,0%,168.28
162.159.192.203:4500,0%,168.29
188.114.98.23:1018,0%,168.29
188.114.98.92:8742,0%,168.31
162.159.192.179:1010,0%,168.33
188.114.99.95:1010,0%,168.34
188.114.99.7:1002,0%,168.36
162.159.195.105:8742,0%,168.38
188.114.97.76:945,0%,168.38
162.159.192.87:939,0%,168.42
162.159.195.6:5279,0%,168.44
188.114.98.138:3138,0%,168.47
188.114.99.189:987,0%,168.48
188.114.96.226:854,0%,168.49
188.114.96.212:880,0%,168.49
188.114.98.182:5956,0%,168.50
188.114.99.53:2371,0%,168.54
188.114.97.193:1010,0%,168.54
188.114.96.39:988,0%,168.57
188.114.99.92:942,0%,168.57
162.159.195.68:945,0%,168.58
188.114.96.166:3581,0%,168.58
188.114.96.57:890,0%,168.58
188.114.97.87:4198,0%,168.61
188.114.99.211:1002,0%,168.63
188.114.99.67:7103,0%,168.63
162.159.195.105:939,0%,168.64
188.114.98.34:934,0%,168.67
162.159.192.209:1701,0%,168.68
162.159.195.97:943,0%,168.69
188.114.99.111:859,0%,168.72
188.114.98.179:8854,0%,168.72
188.114.99.53:5279,0%,168.75
188.114.98.54:3476,0%,168.76
188.114.98.36:2506,0%,168.76
188.114.96.48:934,0%,168.77
188.114.99.61:945,0%,168.78
188.114.99.222:7281,0%,168.79
162.159.195.251:8854,0%,168.82
188.114.96.76:2506,0%,168.84
188.114.98.174:2371,0%,168.88
188.114.98.56:890,0%,168.88
188.114.98.203:8742,0%,168.91
188.114.97.156:1180,0%,168.92
188.114.96.32:945,0%,168.93
162.159.195.60:5279,0%,168.93
162.159.195.177:942,0%,168.93
162.159.192.119:2408,0%,168.93
162.159.192.140:1843,0%,168.94
162.159.195.121:943,0%,168.97
188.114.99.216:928,0%,168.98
188.114.99.97:4233,0%,168.99
188.114.98.185:864,0%,169.00
188.114.99.129:988,0%,169.00
162.159.192.152:5279,0%,169.04
188.114.99.154:1701,0%,169.05
188.114.97.215:854,0%,169.06
188.114.97.58:939,0%,169.08
188.114.96.200:1018,0%,169.10
188.114.96.4:1010,0%,169.11
188.114.98.175:7103,0%,169.13
162.159.192.47:1002,0%,169.13
188.114.98.251:903,0%,169.14
188.114.98.106:500,0%,169.14
188.114.97.194:3476,0%,169.15
188.114.98.238:945,0%,169.19
162.159.195.67:859,0%,169.21
162.159.195.63:864,0%,169.21
188.114.99.249:3138,0%,169.22
188.114.97.164:5279,0%,169.22
188.114.99.80:859,0%,169.23
188.114.99.63:2506,0%,169.24
188.114.96.36:500,0%,169.24
188.114.99.26:878,0%,169.24
188.114.99.42:1701,0%,169.25
188.114.98.175:8886,0%,169.26
188.114.98.188:934,0%,169.26
162.159.192.39:946,0%,169.27
188.114.97.239:7152,0%,169.27
188.114.97.162:3854,0%,169.28
188.114.97.204:987,0%,169.29
162.159.192.203:7103,0%,169.32
188.114.96.94:4500,0%,169.32
188.114.97.228:894,0%,169.32
188.114.97.175:945,0%,169.33
162.159.195.222:3476,0%,169.34
188.114.96.181:988,0%,169.35
188.114.96.145:942,0%,169.35
188.114.99.104:7152,0%,169.35
188.114.98.144:1014,0%,169.36
188.114.97.195:7156,0%,169.38
188.114.97.127:859,0%,169.39
188.114.98.171:1010,0%,169.41
188.114.98.178:7152,0%,169.42
162.159.192.158:1018,0%,169.43
188.114.98.155:943,0%,169.44
188.114.99.245:5279,0%,169.44
188.114.97.172:1180,0%,169.47
188.114.98.116:1070,0%,169.48
188.114.99.239:8886,0%,169.50
162.159.192.234:955,0%,169.53
188.114.98.6:968,0%,169.54
188.114.96.219:1843,0%,169.55
188.114.99.192:854,0%,169.56
188.114.96.180:4233,0%,169.58
188.114.99.207:3581,0%,169.59
188.114.98.34:987,0%,169.59
188.114.99.84:4198,0%,169.63
188.114.99.96:7559,0%,169.66
188.114.98.1:8886,0%,169.67
188.114.99.226:3581,0%,169.67
188.114.99.4:3854,0%,169.67
188.114.96.194:1070,0%,169.68
188.114.96.142:4198,0%,169.70
162.159.195.216:4177,0%,169.72
188.114.99.160:4500,0%,169.75
188.114.98.245:1843,0%,169.80
188.114.99.110:3854,0%,169.81
162.159.195.223:8886,0%,169.82
188.114.98.223:4233,0%,169.84
188.114.99.55:1701,0%,169.84
188.114.99.138:8886,0%,169.85
188.114.97.212:500,0%,169.85
188.114.99.178:878,0%,169.86
188.114.99.230:987,0%,169.89
188.114.99.173:928,0%,169.89
188.114.99.215:7156,0%,169.90
188.114.99.216:864,0%,169.90
188.114.96.54:878,0%,169.91
162.159.195.88:8886,0%,169.94
188.114.99.39:1010,0%,169.94
188.114.99.85:1180,0%,169.94
188.114.98.20:7103,0%,169.94
188.114.98.53:908,0%,169.96
188.114.98.150:946,0%,169.98
162.159.195.38:987,0%,170.03
188.114.96.125:908,0%,170.06
188.114.97.250:8319,0%,170.07
188.114.99.127:946,0%,170.09
188.114.97.7:854,0%,170.11
188.114.98.216:7152,0%,170.23
188.114.98.56:945,0%,170.24
188.114.96.218:1010,0%,170.26
188.114.97.212:1180,0%,170.28
188.114.98.164:854,0%,170.28
188.114.99.50:894,0%,170.28
188.114.97.99:1014,0%,170.34
188.114.99.232:988,0%,170.34
188.114.98.180:4500,0%,170.39
188.114.98.130:4500,0%,170.39
188.114.99.92:859,0%,170.42
188.114.97.96:1018,0%,170.44
188.114.99.103:943,0%,170.44
188.114.98.207:1014,0%,170.45
188.114.99.124:1074,0%,170.46
188.114.97.140:946,0%,170.46
188.114.97.14:4500,0%,170.47
188.114.99.92:987,0%,170.49
188.114.96.20:1180,0%,170.50
188.114.97.132:1074,0%,170.51
188.114.97.230:968,0%,170.52
188.114.96.207:1018,0%,170.53
188.114.99.118:955,0%,170.54
188.114.98.126:4500,0%,170.55
188.114.97.120:4198,0%,170.55
188.114.98.36:4198,0%,170.55
188.114.98.22:987,0%,170.56
188.114.99.124:3476,0%,170.60
188.114.97.218:1843,0%,170.68
188.114.98.135:878,0%,170.69
188.114.99.179:1070,0%,170.76
188.114.96.87:934,0%,170.76
162.159.195.209:8742,0%,170.77
188.114.98.251:880,0%,170.80
188.114.99.72:934,0%,170.81
188.114.99.115:908,0%,170.82
188.114.99.205:854,0%,170.82
188.114.99.142:908,0%,170.82
188.114.97.29:3854,0%,170.82
188.114.99.132:2371,0%,170.83
188.114.97.172:8319,0%,170.83
188.114.99.104:859,0%,170.84
188.114.98.54:8854,0%,170.84
188.114.99.148:864,0%,170.85
188.114.99.195:968,0%,170.85
188.114.97.65:878,0%,170.86
188.114.97.46:939,0%,170.86
162.159.195.143:4233,0%,170.87
162.159.195.203:1010,0%,170.87
188.114.96.10:943,0%,170.89
188.114.98.142:955,0%,170.90
188.114.96.152:8854,0%,170.91
188.114.98.188:3581,0%,170.92
188.114.97.236:1002,0%,170.97
188.114.98.42:934,0%,170.97
188.114.97.11:1074,0%,170.98
188.114.99.218:7152,0%,170.98
188.114.99.184:500,0%,170.98
188.114.99.192:2371,0%,170.99
188.114.98.94:7281,0%,171.02
188.114.96.76:1387,0%,171.04
188.114.99.254:859,0%,171.04
188.114.98.19:2408,0%,171.05
188.114.98.87:8854,0%,171.05
188.114.96.97:987,0%,171.09
188.114.99.101:1180,0%,171.10
188.114.98.111:2506,0%,171.12
188.114.98.85:5279,0%,171.13
188.114.99.194:1010,0%,171.14
188.114.99.201:987,0%,171.16
188.114.99.24:4233,0%,171.16
188.114.99.163:934,0%,171.16
188.114.97.188:942,0%,171.17
188.114.98.148:939,0%,171.18
188.114.98.171:903,0%,171.19
188.114.99.137:4500,0%,171.21
188.114.97.110:854,0%,171.22
188.114.98.184:2408,0%,171.24
188.114.98.11:7103,0%,171.27
188.114.97.240:878,0%,171.30
188.114.99.11:890,0%,171.31
188.114.96.240:5279,0%,171.31
188.114.99.157:7103,0%,171.33
188.114.98.13:942,0%,171.36
188.114.96.232:1074,0%,171.38
188.114.98.187:4233,0%,171.42
188.114.97.37:988,0%,171.43
162.159.192.119:1180,0%,171.43
188.114.96.191:7281,0%,171.43
188.114.98.55:1843,0%,171.45
188.114.98.176:968,0%,171.46
188.114.98.226:7281,0%,171.52
188.114.98.115:987,0%,171.52
188.114.99.220:1843,0%,171.53
188.114.99.185:1014,0%,171.55
188.114.98.60:955,0%,171.56
188.114.97.166:939,0%,171.58
188.114.99.105:500,0%,171.58
188.114.98.115:1018,0%,171.59
188.114.98.154:928,0%,171.61
188.114.97.197:3476,0%,171.62
188.114.98.136:7152,0%,171.63
188.114.96.50:7156,0%,171.63
188.114.97.84:942,0%,171.64
188.114.99.45:4177,0%,171.66
188.114.98.200:1074,0%,171.66
188.114.97.46:5279,0%,171.70
188.114.99.115:1180,0%,171.71
188.114.98.208:500,0%,171.73
188.114.97.228:2371,0%,171.74
188.114.97.163:908,0%,171.75
188.114.98.206:968,0%,171.75
188.114.99.240:945,0%,171.75
188.114.98.21:4198,0%,171.76
188.114.97.69:1843,0%,171.77
188.114.97.195:4177,0%,171.77
188.114.99.208:943,0%,171.78
188.114.98.37:878,0%,171.79
188.114.99.98:1387,0%,171.83
188.114.97.148:987,0%,171.84
188.114.96.132:7103,0%,171.84
162.159.192.50:988,0%,171.87
188.114.98.176:903,0%,171.88
162.159.195.98:2408,0%,171.89
188.114.99.67:3476,0%,171.90
188.114.99.157:2408,0%,171.90
188.114.97.52:859,0%,171.94
188.114.97.32:894,0%,171.96
188.114.99.88:891,0%,171.98
188.114.98.19:8886,0%,171.98
188.114.97.24:1074,0%,172.00
188.114.99.58:946,0%,172.01
188.114.99.23:8319,0%,172.01
188.114.97.88:3581,0%,172.06
188.114.97.240:890,0%,172.06
188.114.96.225:946,0%,172.08
188.114.98.126:891,0%,172.09
188.114.98.222:1014,0%,172.13
188.114.96.39:2371,0%,172.14
188.114.99.129:942,0%,172.15
188.114.99.85:946,0%,172.16
188.114.96.64:1843,0%,172.17
188.114.99.110:8886,0%,172.18
188.114.99.63:7152,0%,172.19
188.114.99.175:1070,0%,172.20
188.114.97.150:1180,0%,172.21
188.114.98.57:2506,0%,172.21
188.114.98.103:1180,0%,172.21
188.114.99.160:1018,0%,172.22
162.159.195.238:1010,0%,172.23
188.114.97.220:8319,0%,172.26
188.114.98.196:1387,0%,172.26
188.114.98.174:4177,0%,172.29
188.114.99.72:1387,0%,172.30
162.159.192.103:1701,0%,172.31
188.114.96.138:942,0%,172.31
188.114.97.52:1387,0%,172.31
188.114.99.47:2371,0%,172.32
162.159.192.122:908,0%,172.33
188.114.98.22:968,0%,172.33
188.114.97.248:1018,0%,172.36
188.114.99.232:1010,0%,172.36
188.114.99.95:5279,0%,172.37
188.114.96.61:890,0%,172.37
188.114.98.197:2506,0%,172.37
188.114.99.250:3476,0%,172.38
188.114.97.2:1014,0%,172.40
188.114.98.135:1018,0%,172.41
188.114.97.43:987,0%,172.42
188.114.98.6:988,0%,172.42
162.159.195.116:988,0%,172.42
188.114.97.115:928,0%,172.43
188.114.97.116:7152,0%,172.46
188.114.98.77:8742,0%,172.46
188.114.98.235:3854,0%,172.47
188.114.96.237:903,0%,172.48
188.114.97.163:864,0%,172.49
188.114.98.29:968,0%,172.49
162.159.192.204:4198,0%,172.51
188.114.98.58:894,0%,172.51
188.114.99.177:942,0%,172.51
188.114.99.89:3854,0%,172.52
188.114.99.53:7559,0%,172.58
188.114.99.216:939,0%,172.58
188.114.97.102:859,0%,172.62
162.159.195.46:955,0%,172.64
188.114.97.86:4233,0%,172.64
188.114.97.158:894,0%,172.66
188.114.99.50:5279,0%,172.67
188.114.98.116:7281,0%,172.68
188.114.96.76:890,0%,172.71
188.114.98.164:8886,0%,172.72
162.159.195.233:3854,0%,172.72
162.159.195.210:987,0%,172.72
188.114.98.244:4233,0%,172.73
162.159.195.17:3854,0%,172.75
188.114.98.199:945,0%,172.76
188.114.98.116:1701,0%,172.78
188.114.97.149:864,0%,172.78
188.114.99.57:987,0%,172.78
188.114.99.72:1014,0%,172.79
162.159.192.68:1843,0%,172.80
188.114.96.43:3581,0%,172.82
188.114.96.164:955,0%,172.83
162.159.192.136:7281,0%,172.85
188.114.97.244:903,0%,172.85
188.114.99.196:1180,0%,172.85
188.114.97.190:2408,0%,172.85
162.159.192.96:5279,0%,172.85
188.114.96.106:7559,0%,172.85
162.159.192.142:2408,0%,172.86
162.159.195.66:1843,0%,172.87
188.114.98.131:1387,0%,172.88
188.114.96.174:859,0%,172.90
188.114.97.212:1010,0%,172.90
188.114.99.24:968,0%,172.90
162.159.195.102:8319,0%,172.91
188.114.97.48:859,0%,172.91
188.114.96.250:1010,0%,172.92
188.114.98.116:1387,0%,172.93
162.159.192.163:943,0%,172.96
188.114.96.178:903,0%,172.97
188.114.99.140:903,0%,172.97
188.114.96.122:3854,0%,172.97
188.114.99.106:7281,0%,172.98
188.114.99.210:945,0%,172.98
188.114.96.165:934,0%,173.02
188.114.99.80:939,0%,173.04
188.114.96.128:955,0%,173.04
162.159.195.172:3854,0%,173.05
188.114.98.27:945,0%,173.05
162.159.195.103:1074,0%,173.06
188.114.98.111:3581,0%,173.07
188.114.97.68:4233,0%,173.08
188.114.96.101:890,0%,173.08
188.114.98.194:500,0%,173.09
162.159.195.78:3138,0%,173.11
188.114.98.95:928,0%,173.11
188.114.97.251:987,0%,173.12
162.159.195.72:939,0%,173.12
162.159.195.75:928,0%,173.14
188.114.99.200:908,0%,173.14
188.114.98.127:943,0%,173.16
162.159.195.169:3138,0%,173.19
188.114.99.91:1014,0%,173.20
162.159.192.19:854,0%,173.20
162.159.195.92:3138,0%,173.22
188.114.96.18:8319,0%,173.23
188.114.97.178:7156,0%,173.24
188.114.96.197:7103,0%,173.26
188.114.99.158:1002,0%,173.28
162.159.192.44:5956,0%,173.28
188.114.98.165:7156,0%,173.29
188.114.97.166:1010,0%,173.31
188.114.97.117:2371,0%,173.33
162.159.192.120:4500,0%,173.34
188.114.97.185:1387,0%,173.34
162.159.192.96:1018,0%,173.36
188.114.97.76:500,0%,173.37
188.114.97.116:4177,0%,173.37
162.159.192.186:1010,0%,173.39
188.114.99.0:2506,0%,173.39
188.114.98.212:8886,0%,173.40
188.114.96.62:1002,0%,173.42
188.114.98.152:1074,0%,173.42
162.159.192.49:1018,0%,173.44
162.159.192.161:2408,0%,173.44
188.114.98.182:8319,0%,173.45
188.114.99.22:1002,0%,173.46
188.114.98.255:1002,0%,173.47
188.114.96.215:3581,0%,173.49
188.114.97.250:859,0%,173.51
162.159.195.236:1014,0%,173.51
188.114.99.219:1010,0%,173.53
188.114.99.214:1387,0%,173.56
162.159.195.194:987,0%,173.58
162.159.195.62:864,0%,173.59
188.114.99.196:878,0%,173.59
188.114.96.212:2408,0%,173.59
188.114.99.196:5279,0%,173.60
188.114.98.187:859,0%,173.61
188.114.99.166:3581,0%,173.61
188.114.97.99:903,0%,173.62
162.159.195.12:4177,0%,173.62
188.114.96.174:955,0%,173.64
188.114.96.95:1010,0%,173.64
188.114.98.108:946,0%,173.77
162.159.192.10:8886,0%,173.78
162.159.192.245:500,0%,173.78
188.114.99.166:987,0%,173.79
162.159.195.241:946,0%,173.80
188.114.97.60:4198,0%,173.83
162.159.195.26:3476,0%,173.84
188.114.98.143:908,0%,173.88
162.159.195.238:955,0%,173.88
162.159.192.107:5279,0%,173.90
188.114.99.255:1074,0%,173.90
162.159.195.98:3854,0%,173.91
188.114.96.3:7281,0%,173.95
188.114.97.220:880,0%,173.96
188.114.98.138:1018,0%,173.97
162.159.195.189:2506,0%,173.97
188.114.98.20:1387,0%,173.99
188.114.97.234:8319,0%,174.00
188.114.99.3:878,0%,174.00
188.114.96.120:859,0%,174.00
188.114.96.156:1014,0%,174.01
188.114.96.148:1018,0%,174.01
188.114.96.132:8742,0%,174.01
188.114.99.121:4233,0%,174.02
188.114.96.122:4198,0%,174.02
188.114.98.198:1701,0%,174.03
188.114.96.150:943,0%,174.03
162.159.192.150:4198,0%,174.06
188.114.98.53:864,0%,174.06
162.159.195.73:1074,0%,174.08
162.159.192.240:880,0%,174.09
162.159.195.57:5956,0%,174.11
162.159.192.245:7152,0%,174.12
188.114.96.238:1074,0%,174.13
188.114.98.96:859,0%,174.14
162.159.192.62:4198,0%,174.15
162.159.195.118:7152,0%,174.16
162.159.192.241:864,0%,174.17
188.114.96.28:864,0%,174.17
162.159.192.107:2506,0%,174.19
188.114.98.25:945,0%,174.19
188.114.99.15:4233,0%,174.19
162.159.195.200:934,0%,174.21
188.114.98.192:3581,0%,174.21
162.159.195.43:1070,0%,174.22
188.114.98.203:1070,0%,174.22
188.114.99.88:2506,0%,174.24
188.114.99.179:4177,0%,174.24
162.159.192.106:8742,0%,174.25
162.159.195.176:968,0%,174.25
188.114.99.164:7281,0%,174.27
162.159.192.172:1387,0%,174.27
188.114.97.253:3581,0%,174.32
188.114.99.44:8319,0%,174.32
162.159.192.161:934,0%,174.33
188.114.96.26:3581,0%,174.33
162.159.192.77:859,0%,174.35
162.159.195.169:3476,0%,174.36
162.159.192.75:891,0%,174.37
188.114.99.46:1701,0%,174.38
188.114.97.87:5956,0%,174.41
188.114.99.57:1843,0%,174.42
188.114.98.142:1014,0%,174.45
188.114.96.78:3581,0%,174.48
188.114.98.178:8742,0%,174.49
188.114.96.229:7281,0%,174.50
162.159.195.134:890,0%,174.52
162.159.192.78:1074,0%,174.54
188.114.98.241:1018,0%,174.55
162.159.195.134:1018,0%,174.55
162.159.192.161:1010,0%,174.55
188.114.96.229:880,0%,174.57
162.159.195.12:1074,0%,174.57
188.114.99.165:7559,0%,174.58
162.159.192.106:908,0%,174.58
188.114.97.92:1018,0%,174.59
188.114.99.21:880,0%,174.59
188.114.98.249:1843,0%,174.63
188.114.98.132:4500,0%,174.64
162.159.195.78:968,0%,174.66
162.159.192.102:5956,0%,174.66
188.114.99.216:943,0%,174.66
188.114.99.191:943,0%,174.67
188.114.96.71:7281,0%,174.67
188.114.99.56:3581,0%,174.68
162.159.192.164:880,0%,174.68
188.114.98.32:1070,0%,174.70
162.159.192.174:890,0%,174.72
188.114.96.8:8319,0%,174.72
188.114.99.82:943,0%,174.72
188.114.98.126:1010,0%,174.77
188.114.98.70:945,0%,174.77
162.159.192.164:968,0%,174.80
188.114.97.20:5956,0%,174.86
162.159.195.34:955,0%,174.86
162.159.192.75:903,0%,174.86
188.114.97.162:8742,0%,174.87
188.114.98.67:908,0%,174.87
162.159.192.55:1180,0%,174.88
188.114.98.168:891,0%,174.89
188.114.96.101:4233,0%,174.91
162.159.195.186:5956,0%,174.94
188.114.99.112:4177,0%,174.96
188.114.99.160:946,0%,174.96
188.114.99.222:8886,0%,174.97
188.114.97.97:945,0%,174.99
162.159.195.129:928,0%,174.99
188.114.99.192:4500,0%,175.00
188.114.98.216:968,0%,175.00
162.159.195.88:1387,0%,175.07
162.159.195.129:2408,0%,175.08
188.114.99.52:878,0%,175.08
162.159.192.23:1002,0%,175.10
188.114.98.202:968,0%,175.12
188.114.97.210:7281,0%,175.14
188.114.97.21:939,0%,175.15
188.114.99.99:8319,0%,175.16
188.114.97.199:4198,0%,175.18
162.159.195.134:1701,0%,175.20
188.114.98.107:8319,0%,175.20
188.114.99.5:2408,0%,175.21
188.114.96.158:1014,0%,175.22
188.114.98.224:7281,0%,175.23
188.114.96.250:928,0%,175.24
188.114.96.168:854,0%,175.25
188.114.97.190:1843,0%,175.27
188.114.98.51:987,0%,175.28
188.114.98.6:3476,0%,175.28
162.159.195.207:878,0%,175.28
188.114.98.236:1843,0%,175.29
188.114.98.239:4177,0%,175.33
188.114.96.153:5956,0%,175.35
188.114.99.29:955,0%,175.35
188.114.99.110:1002,0%,175.37
188.114.96.236:859,0%,175.39
188.114.99.68:942,0%,175.40
162.159.192.230:942,0%,175.41
188.114.96.25:968,0%,175.42
188.114.97.16:1018,0%,175.44
188.114.96.104:8886,0%,175.44
188.114.97.227:894,0%,175.46
188.114.99.8:500,0%,175.48
188.114.96.1:2371,0%,175.48
162.159.195.250:943,0%,175.48
188.114.98.251:943,0%,175.58
188.114.97.203:500,0%,175.59
188.114.96.67:3854,0%,175.60
188.114.97.100:1002,0%,175.60
188.114.96.138:8319,0%,175.60
188.114.99.97:4500,0%,175.64
162.159.195.99:7156,0%,175.64
188.114.96.112:4177,0%,175.67
162.159.192.163:1014,0%,175.68
188.114.96.224:859,0%,175.69
162.159.195.214:7281,0%,175.71
188.114.98.208:5956,0%,175.77
188.114.97.173:3138,0%,175.78
162.159.195.193:968,0%,175.79
162.159.195.43:1002,0%,175.80
188.114.97.129:4198,0%,175.81
188.114.99.7:1387,0%,175.83
188.114.99.246:7103,0%,175.84
188.114.99.234:3581,0%,175.85
162.159.192.96:928,0%,175.87
188.114.96.80:8854,0%,175.96
162.159.195.105:1014,0%,175.97
188.114.98.166:854,0%,176.01
188.114.96.157:1010,0%,176.07
188.114.99.238:988,0%,176.07
188.114.99.79:5956,0%,176.10
162.159.195.148:908,0%,176.14
188.114.98.109:4500,0%,176.14
188.114.99.29:939,0%,176.16
188.114.98.22:7103,0%,176.28
162.159.192.75:908,0%,176.29
162.159.192.55:8742,0%,176.33
188.114.98.137:8742,0%,176.36
188.114.99.25:3854,0%,176.42
162.159.192.19:939,0%,176.44
162.159.192.65:968,0%,176.46
188.114.98.106:943,0%,176.51
188.114.96.42:864,0%,176.59
162.159.195.0:1070,0%,176.71
162.159.195.137:988,0%,176.76
162.159.195.114:955,0%,176.81
188.114.97.194:8319,0%,176.81
188.114.99.162:2408,0%,176.83
188.114.98.63:7103,0%,176.93
188.114.99.188:5279,0%,176.95
188.114.96.85:928,0%,176.97
162.159.192.163:1010,0%,177.15
188.114.98.22:943,0%,177.30
188.114.99.245:955,0%,177.39
188.114.98.216:2506,0%,177.77
188.114.99.48:1014,0%,177.96
188.114.99.6:878,0%,178.80
162.159.192.212:2408,0%,179.46
188.114.99.165:894,0%,179.95
188.114.98.210:7281,0%,179.99
162.159.192.2:8319,0%,181.50
162.159.195.139:7156,0%,181.84
188.114.97.15:903,0%,183.73
188.114.98.72:5956,0%,184.48
188.114.99.127:934,0%,184.50
188.114.97.248:878,0%,184.64
188.114.98.230:955,0%,184.70
188.114.98.42:8742,0%,184.71
188.114.98.7:859,0%,184.91
188.114.98.176:946,0%,184.99
188.114.96.83:928,0%,185.08
188.114.96.242:3476,0%,185.08
188.114.97.204:903,0%,185.16
188.114.97.126:5956,0%,185.27
188.114.99.199:1074,0%,185.28
188.114.98.117:880,0%,185.30
188.114.99.112:859,0%,185.32
188.114.99.234:2506,0%,185.38
188.114.97.236:7152,0%,185.39
188.114.99.223:2408,0%,185.41
188.114.98.17:7152,0%,185.44
188.114.96.16:1074,0%,185.52
188.114.96.217:878,0%,185.54
188.114.99.48:8742,0%,185.56
188.114.99.21:7103,0%,185.63
188.114.97.72:500,0%,185.75
188.114.96.209:890,0%,185.75
188.114.96.110:987,0%,185.83
188.114.97.213:3476,0%,185.84
188.114.99.29:4233,0%,185.89
188.114.96.162:945,0%,185.90
188.114.98.232:864,0%,185.98
188.114.97.59:859,0%,186.02
188.114.97.166:1018,0%,186.12
188.114.97.52:945,0%,186.17
188.114.96.154:1074,0%,186.19
188.114.98.159:7152,0%,186.28
188.114.99.55:5956,0%,186.30
188.114.96.191:3138,0%,186.31
188.114.98.246:928,0%,186.35
188.114.96.35:1387,0%,186.42
188.114.98.194:5956,0%,186.44
188.114.96.235:880,0%,186.47
188.114.96.24:1018,0%,186.52
188.114.98.142:3581,0%,186.54
188.114.98.55:7559,0%,186.55
188.114.97.202:8886,0%,186.59
188.114.99.45:3581,0%,186.64
188.114.97.33:859,0%,186.68
188.114.98.157:859,0%,186.72
188.114.99.15:1387,0%,186.73
188.114.98.196:7103,0%,186.74
188.114.96.223:7103,0%,186.89
188.114.98.192:2371,0%,186.90
188.114.96.255:943,0%,186.96
188.114.98.234:2506,0%,187.03
188.114.99.176:8319,0%,187.03
188.114.99.235:1014,0%,187.08
188.114.96.75:890,0%,187.11
188.114.99.197:8854,0%,187.23
188.114.98.126:3581,0%,187.24
188.114.98.14:1070,0%,187.32
188.114.99.27:1014,0%,187.62
188.114.96.26:8742,0%,187.67
188.114.97.96:5279,0%,187.70
188.114.99.101:988,0%,187.75
188.114.98.11:1701,0%,187.79
188.114.99.144:968,0%,187.80
188.114.98.113:4198,0%,187.89
188.114.98.123:1180,0%,187.97
188.114.96.251:8742,0%,188.00
188.114.98.212:4500,0%,188.04
188.114.96.193:1701,0%,188.05
188.114.97.188:1180,0%,188.08
188.114.98.124:946,0%,188.13
188.114.99.136:7156,0%,188.22
188.114.99.212:908,0%,188.27
188.114.99.54:5956,0%,188.36
188.114.98.90:8319,0%,188.36
188.114.98.95:500,0%,188.52
